"month","year","Average_Temperature","state","Precipitation"
"04","1928","35.7","ME","4.00"
"05","1928","49.3","ME","4.64"
"06","1928","57.2","ME","3.59"
"07","1928","65.3","ME","3.88"
"08","1928","64.7","ME","4.06"
"09","1928","51.5","ME","4.18"
"10","1928","43.6","ME","3.32"
"11","1928","30.1","ME","2.50"
"12","1928","23.5","ME","3.50"
"01","1929","12.6","ME","3.76"
"02","1929","14.7","ME","2.09"
"03","1929","26.9","ME","2.82"
"04","1929","36.8","ME","4.73"
"05","1929","50.6","ME","4.50"
"06","1929","59.8","ME","2.86"
"07","1929","64.0","ME","2.34"
"08","1929","60.6","ME","2.84"
"09","1929","56.0","ME","2.01"
"10","1929","43.0","ME","3.33"
"11","1929","31.1","ME","2.55"
"12","1929","15.0","ME","3.72"
"01","1930","13.0","ME","3.14"
"02","1930","15.2","ME","1.86"
"03","1930","25.3","ME","5.77"
"04","1930","36.4","ME","1.66"
"05","1930","51.2","ME","3.84"
"06","1930","65.2","ME","3.37"
"07","1930","64.4","ME","4.13"
"08","1930","61.7","ME","3.25"
"09","1930","57.0","ME","2.48"
"10","1930","45.3","ME","2.69"
"11","1930","33.9","ME","2.96"
"12","1930","19.2","ME","2.00"
"01","1931","12.4","ME","2.88"
"02","1931","17.0","ME","1.93"
"03","1931","31.0","ME","2.81"
"04","1931","41.0","ME","2.63"
"05","1931","52.0","ME","3.56"
"06","1931","59.9","ME","4.62"
"07","1931","67.6","ME","5.21"
"08","1931","62.8","ME","3.64"
"09","1931","55.7","ME","5.01"
"10","1931","46.8","ME","5.12"
"11","1931","37.2","ME","1.36"
"12","1931","21.3","ME","3.06"
"01","1932","22.0","ME","3.65"
"02","1932","13.0","ME","1.91"
"03","1932","22.7","ME","3.81"
"04","1932","37.9","ME","3.23"
"05","1932","51.3","ME","2.24"
"06","1932","59.6","ME","2.07"
"07","1932","62.9","ME","4.34"
"08","1932","65.2","ME","4.38"
"09","1932","56.5","ME","6.31"
"10","1932","46.6","ME","3.73"
"11","1932","29.6","ME","4.32"
"12","1932","23.2","ME","1.74"
"01","1933","21.9","ME","2.49"
"02","1933","19.8","ME","2.74"
"03","1933","23.4","ME","3.64"
"04","1933","38.4","ME","4.96"
"05","1933","51.1","ME","2.75"
"06","1933","61.0","ME","3.06"
"07","1933","63.6","ME","3.45"
"08","1933","63.1","ME","3.85"
"09","1933","55.5","ME","3.70"
"10","1933","43.4","ME","5.19"
"11","1933","24.3","ME","2.86"
"12","1933","9.6","ME","3.78"
"01","1934","10.2","ME","3.10"
"02","1934","4.0","ME","2.91"
"03","1934","23.4","ME","2.39"
"04","1934","39.9","ME","4.81"
"05","1934","52.7","ME","1.79"
"06","1934","59.3","ME","4.70"
"07","1934","65.2","ME","3.99"
"08","1934","60.0","ME","2.24"
"09","1934","59.0","ME","5.43"
"10","1934","41.0","ME","2.66"
"11","1934","34.1","ME","3.49"
"12","1934","13.9","ME","3.21"
"01","1935","7.3","ME","6.71"
"02","1935","12.0","ME","2.25"
"03","1935","24.1","ME","1.81"
"04","1935","37.9","ME","3.18"
"05","1935","48.2","ME","2.02"
"06","1935","60.3","ME","5.52"
"07","1935","67.4","ME","3.27"
"08","1935","65.1","ME","2.39"
"09","1935","52.8","ME","4.34"
"10","1935","44.1","ME","1.22"
"11","1935","34.3","ME","4.93"
"12","1935","15.4","ME","1.97"
"01","1936","13.0","ME","6.50"
"02","1936","10.2","ME","2.77"
"03","1936","32.6","ME","7.11"
"04","1936","37.0","ME","4.18"
"05","1936","51.2","ME","4.15"
"06","1936","61.3","ME","3.51"
"07","1936","62.5","ME","3.11"
"08","1936","61.1","ME","2.85"
"09","1936","54.4","ME","3.36"
"10","1936","42.8","ME","5.14"
"11","1936","26.4","ME","2.50"
"12","1936","20.3","ME","5.52"
"01","1937","20.3","ME","3.47"
"02","1937","20.9","ME","2.87"
"03","1937","22.4","ME","3.14"
"04","1937","39.1","ME","2.60"
"05","1937","53.6","ME","4.75"
"06","1937","60.9","ME","4.47"
"07","1937","67.8","ME","2.61"
"08","1937","68.8","ME","2.91"
"09","1937","56.4","ME","3.69"
"10","1937","43.6","ME","6.00"
"11","1937","32.4","ME","4.46"
"12","1937","16.9","ME","2.47"
"01","1938","12.4","ME","3.58"
"02","1938","15.4","ME","2.73"
"03","1938","24.6","ME","2.45"
"04","1938","40.6","ME","2.82"
"05","1938","49.3","ME","3.93"
"06","1938","63.3","ME","4.13"
"07","1938","65.9","ME","5.95"
"08","1938","66.1","ME","3.91"
"09","1938","53.2","ME","5.45"
"10","1938","46.7","ME","2.65"
"11","1938","33.4","ME","2.71"
"12","1938","21.4","ME","4.40"
"01","1939","12.6","ME","2.04"
"02","1939","14.2","ME","3.13"
"03","1939","19.2","ME","3.15"
"04","1939","34.8","ME","3.95"
"05","1939","49.6","ME","2.04"
"06","1939","59.6","ME","3.00"
"07","1939","66.6","ME","3.32"
"08","1939","67.0","ME","3.05"
"09","1939","54.5","ME","3.77"
"10","1939","43.4","ME","5.02"
"11","1939","28.8","ME","0.80"
"12","1939","19.5","ME","3.80"
"01","1940","9.6","ME","1.63"
"02","1940","16.4","ME","1.94"
"03","1940","23.6","ME","3.95"
"04","1940","35.7","ME","5.83"
"05","1940","51.5","ME","3.12"
"06","1940","58.8","ME","4.67"
"07","1940","65.6","ME","2.86"
"08","1940","62.8","ME","2.01"
"09","1940","54.9","ME","4.94"
"10","1940","40.7","ME","1.27"
"11","1940","31.3","ME","6.00"
"12","1940","17.0","ME","3.32"
"01","1941","11.0","ME","2.12"
"02","1941","18.9","ME","1.68"
"03","1941","23.4","ME","3.07"
"04","1941","42.6","ME","1.01"
"05","1941","51.6","ME","2.45"
"06","1941","61.5","ME","2.31"
"07","1941","66.6","ME","4.02"
"08","1941","60.7","ME","3.86"
"09","1941","55.5","ME","2.21"
"10","1941","42.6","ME","3.95"
"11","1941","32.8","ME","3.27"
"12","1941","21.5","ME","2.86"
"01","1942","12.2","ME","2.52"
"02","1942","14.4","ME","3.09"
"03","1942","31.2","ME","5.48"
"04","1942","40.1","ME","2.55"
"05","1942","54.6","ME","2.31"
"06","1942","61.9","ME","6.12"
"07","1942","64.8","ME","2.82"
"08","1942","63.4","ME","2.80"
"09","1942","56.5","ME","3.78"
"10","1942","46.1","ME","2.41"
"11","1942","31.4","ME","3.49"
"12","1942","14.1","ME","3.93"
"01","1943","9.6","ME","1.35"
"02","1943","17.8","ME","2.61"
"03","1943","22.9","ME","3.10"
"04","1943","33.7","ME","3.09"
"05","1943","50.3","ME","3.79"
"06","1943","60.0","ME","5.00"
"07","1943","66.0","ME","3.72"
"08","1943","62.1","ME","4.66"
"09","1943","54.0","ME","2.45"
"10","1943","45.3","ME","6.53"
"11","1943","31.6","ME","6.06"
"12","1943","12.7","ME","1.17"
"01","1944","16.1","ME","1.15"
"02","1944","13.7","ME","2.85"
"03","1944","23.1","ME","3.39"
"04","1944","34.9","ME","2.37"
"05","1944","54.7","ME","1.26"
"06","1944","59.7","ME","4.40"
"07","1944","65.6","ME","3.33"
"08","1944","67.3","ME","1.98"
"09","1944","56.7","ME","5.85"
"10","1944","43.4","ME","4.53"
"11","1944","34.0","ME","4.14"
"12","1944","16.3","ME","3.28"
"01","1945","9.6","ME","4.39"
"02","1945","16.6","ME","2.78"
"03","1945","32.6","ME","2.19"
"04","1945","43.6","ME","4.79"
"05","1945","47.8","ME","6.09"
"06","1945","58.9","ME","3.63"
"07","1945","65.7","ME","4.45"
"08","1945","64.2","ME","1.93"
"09","1945","57.1","ME","4.61"
"10","1945","41.9","ME","4.14"
"11","1945","31.6","ME","4.14"
"12","1945","15.9","ME","3.27"
"01","1946","12.6","ME","3.29"
"02","1946","11.5","ME","2.91"
"03","1946","34.2","ME","1.48"
"04","1946","36.8","ME","3.30"
"05","1946","50.3","ME","3.40"
"06","1946","60.1","ME","1.96"
"07","1946","63.9","ME","3.01"
"08","1946","62.0","ME","4.49"
"09","1946","57.7","ME","2.99"
"10","1946","47.3","ME","2.98"
"11","1946","33.5","ME","3.38"
"12","1946","18.0","ME","3.98"
"01","1947","13.9","ME","2.93"
"02","1947","18.0","ME","3.73"
"03","1947","27.5","ME","3.08"
"04","1947","34.7","ME","2.53"
"05","1947","48.2","ME","5.37"
"06","1947","58.3","ME","4.56"
"07","1947","68.8","ME","5.14"
"08","1947","66.1","ME","1.71"
"09","1947","55.9","ME","2.76"
"10","1947","50.1","ME","0.51"
"11","1947","31.2","ME","4.13"
"12","1947","15.9","ME","1.72"
"01","1948","9.9","ME","2.40"
"02","1948","9.6","ME","1.35"
"03","1948","23.6","ME","2.85"
"04","1948","38.0","ME","2.75"
"05","1948","48.7","ME","6.38"
"06","1948","57.3","ME","2.61"
"07","1948","65.8","ME","2.91"
"08","1948","65.3","ME","2.21"
"09","1948","56.2","ME","1.30"
"10","1948","43.7","ME","3.82"
"11","1948","38.0","ME","5.93"
"12","1948","23.4","ME","3.37"
"01","1949","18.6","ME","3.39"
"02","1949","17.3","ME","2.39"
"03","1949","26.6","ME","2.39"
"04","1949","41.7","ME","2.70"
"05","1949","51.3","ME","3.28"
"06","1949","63.0","ME","2.73"
"07","1949","67.8","ME","2.80"
"08","1949","65.2","ME","2.54"
"09","1949","54.5","ME","3.93"
"10","1949","47.6","ME","2.29"
"11","1949","29.0","ME","4.54"
"12","1949","23.1","ME","2.12"
"01","1950","18.1","ME","4.01"
"02","1950","11.6","ME","2.55"
"03","1950","21.8","ME","3.59"
"04","1950","37.0","ME","3.24"
"05","1950","52.0","ME","0.93"
"06","1950","60.2","ME","5.04"
"07","1950","64.8","ME","2.81"
"08","1950","62.2","ME","4.53"
"09","1950","51.1","ME","1.49"
"10","1950","44.6","ME","2.58"
"11","1950","37.3","ME","8.33"
"12","1950","23.3","ME","5.42"
"01","1951","17.7","ME","3.04"
"02","1951","19.8","ME","4.45"
"03","1951","27.5","ME","3.70"
"04","1951","41.5","ME","5.55"
"05","1951","51.5","ME","3.00"
"06","1951","58.8","ME","2.42"
"07","1951","65.1","ME","6.33"
"08","1951","62.7","ME","4.22"
"09","1951","55.8","ME","2.74"
"10","1951","45.4","ME","3.52"
"11","1951","30.1","ME","6.07"
"12","1951","18.1","ME","4.71"
"01","1952","15.6","ME","3.77"
"02","1952","19.0","ME","4.33"
"03","1952","27.6","ME","2.00"
"04","1952","40.4","ME","2.70"
"05","1952","48.9","ME","3.78"
"06","1952","61.7","ME","4.90"
"07","1952","70.0","ME","1.27"
"08","1952","64.6","ME","2.66"
"09","1952","56.1","ME","2.98"
"10","1952","42.1","ME","3.63"
"11","1952","33.0","ME","2.02"
"12","1952","22.8","ME","4.54"
"01","1953","19.8","ME","4.01"
"02","1953","20.1","ME","3.16"
"03","1953","28.4","ME","7.32"
"04","1953","41.0","ME","4.44"
"05","1953","52.1","ME","3.04"
"06","1953","60.9","ME","2.37"
"07","1953","65.4","ME","3.84"
"08","1953","62.7","ME","2.98"
"09","1953","56.0","ME","2.97"
"10","1953","45.7","ME","4.21"
"11","1953","37.7","ME","3.90"
"12","1953","27.0","ME","4.31"
"01","1954","10.6","ME","3.15"
"02","1954","23.4","ME","4.12"
"03","1954","26.1","ME","3.23"
"04","1954","38.0","ME","4.19"
"05","1954","48.8","ME","5.34"
"06","1954","59.6","ME","5.87"
"07","1954","63.0","ME","4.22"
"08","1954","60.9","ME","5.65"
"09","1954","53.2","ME","8.24"
"10","1954","46.9","ME","5.04"
"11","1954","33.9","ME","4.04"
"12","1954","21.2","ME","5.46"
"01","1955","13.6","ME","1.91"
"02","1955","18.1","ME","5.29"
"03","1955","23.7","ME","4.50"
"04","1955","39.7","ME","2.05"
"05","1955","53.0","ME","3.29"
"06","1955","60.7","ME","3.01"
"07","1955","68.0","ME","2.45"
"08","1955","65.7","ME","4.79"
"09","1955","53.8","ME","1.83"
"10","1955","44.6","ME","2.53"
"11","1955","31.8","ME","3.34"
"12","1955","12.5","ME","1.28"
"01","1956","21.7","ME","4.66"
"02","1956","16.9","ME","2.57"
"03","1956","20.1","ME","3.60"
"04","1956","36.6","ME","3.26"
"05","1956","45.2","ME","3.15"
"06","1956","59.6","ME","2.80"
"07","1956","61.9","ME","3.84"
"08","1956","60.6","ME","3.12"
"09","1956","51.4","ME","3.50"
"10","1956","45.1","ME","2.84"
"11","1956","33.1","ME","3.11"
"12","1956","19.8","ME","2.97"
"01","1957","5.9","ME","2.07"
"02","1957","19.0","ME","1.66"
"03","1957","28.5","ME","2.05"
"04","1957","39.2","ME","2.44"
"05","1957","51.0","ME","2.52"
"06","1957","61.7","ME","3.34"
"07","1957","63.5","ME","3.77"
"08","1957","60.0","ME","2.03"
"09","1957","56.7","ME","2.97"
"10","1957","45.9","ME","2.14"
"11","1957","36.3","ME","5.32"
"12","1957","25.3","ME","5.63"
"01","1958","20.2","ME","6.54"
"02","1958","13.4","ME","3.08"
"03","1958","31.9","ME","2.88"
"04","1958","40.9","ME","4.11"
"05","1958","48.1","ME","2.83"
"06","1958","55.0","ME","3.19"
"07","1958","63.8","ME","5.18"
"08","1958","62.6","ME","4.48"
"09","1958","55.0","ME","3.01"
"10","1958","42.2","ME","4.86"
"11","1958","32.7","ME","3.70"
"12","1958","9.6","ME","1.62"
"01","1959","13.9","ME","3.48"
"02","1959","10.7","ME","2.18"
"03","1959","23.5","ME","3.87"
"04","1959","39.4","ME","2.44"
"05","1959","54.2","ME","1.28"
"06","1959","57.2","ME","6.48"
"07","1959","68.4","ME","2.51"
"08","1959","64.9","ME","4.73"
"09","1959","57.5","ME","2.57"
"10","1959","44.0","ME","6.15"
"11","1959","32.5","ME","6.57"
"12","1959","22.2","ME","3.59"
"01","1960","15.2","ME","3.42"
"02","1960","23.2","ME","5.56"
"03","1960","23.0","ME","2.36"
"04","1960","38.0","ME","3.23"
"05","1960","55.4","ME","4.32"
"06","1960","61.1","ME","3.87"
"07","1960","64.2","ME","4.06"
"08","1960","63.8","ME","1.71"
"09","1960","55.8","ME","3.72"
"10","1960","42.5","ME","3.94"
"11","1960","35.5","ME","3.41"
"12","1960","17.0","ME","4.36"
"01","1961","7.4","ME","2.24"
"02","1961","16.5","ME","3.17"
"03","1961","24.6","ME","2.86"
"04","1961","37.2","ME","4.68"
"05","1961","48.5","ME","5.03"
"06","1961","60.1","ME","3.56"
"07","1961","64.5","ME","3.65"
"08","1961","63.9","ME","2.72"
"09","1961","61.7","ME","4.47"
"10","1961","47.1","ME","2.72"
"11","1961","35.3","ME","4.45"
"12","1961","22.0","ME","3.34"
"01","1962","12.6","ME","2.58"
"02","1962","9.9","ME","1.88"
"03","1962","29.6","ME","1.49"
"04","1962","38.0","ME","4.18"
"05","1962","49.2","ME","2.41"
"06","1962","60.5","ME","2.64"
"07","1962","60.7","ME","5.03"
"08","1962","62.4","ME","4.30"
"09","1962","52.8","ME","3.49"
"10","1962","43.5","ME","4.93"
"11","1962","30.5","ME","5.39"
"12","1962","18.4","ME","4.67"
"01","1963","15.6","ME","2.94"
"02","1963","9.3","ME","2.97"
"03","1963","24.4","ME","2.82"
"04","1963","37.6","ME","2.67"
"05","1963","50.1","ME","3.34"
"06","1963","62.3","ME","1.42"
"07","1963","67.5","ME","3.78"
"08","1963","60.0","ME","5.78"
"09","1963","51.6","ME","3.20"
"10","1963","48.8","ME","3.19"
"11","1963","36.5","ME","8.55"
"12","1963","11.4","ME","1.80"
"01","1964","17.7","ME","3.48"
"02","1964","17.2","ME","1.34"
"03","1964","26.5","ME","2.95"
"04","1964","37.5","ME","2.95"
"05","1964","53.0","ME","2.29"
"06","1964","59.4","ME","2.24"
"07","1964","65.7","ME","4.47"
"08","1964","58.6","ME","3.45"
"09","1964","52.1","ME","1.73"
"10","1964","43.2","ME","3.44"
"11","1964","31.6","ME","3.17"
"12","1964","18.7","ME","3.82"
"01","1965","10.9","ME","1.64"
"02","1965","13.4","ME","3.56"
"03","1965","26.6","ME","0.56"
"04","1965","36.9","ME","2.31"
"05","1965","51.0","ME","1.75"
"06","1965","61.1","ME","2.03"
"07","1965","62.2","ME","2.51"
"08","1965","63.0","ME","3.97"
"09","1965","55.1","ME","3.22"
"10","1965","42.4","ME","3.88"
"11","1965","28.9","ME","4.58"
"12","1965","20.1","ME","1.93"
"01","1966","17.0","ME","3.48"
"02","1966","17.2","ME","2.34"
"03","1966","28.8","ME","3.38"
"04","1966","37.2","ME","0.83"
"05","1966","48.6","ME","2.50"
"06","1966","60.7","ME","2.98"
"07","1966","64.4","ME","3.82"
"08","1966","63.2","ME","2.89"
"09","1966","52.5","ME","3.58"
"10","1966","44.2","ME","3.75"
"11","1966","36.5","ME","5.48"
"12","1966","22.6","ME","3.01"
"01","1967","18.0","ME","2.18"
"02","1967","9.1","ME","2.78"
"03","1967","20.3","ME","1.16"
"04","1967","35.7","ME","2.07"
"05","1967","43.9","ME","4.60"
"06","1967","62.1","ME","4.29"
"07","1967","66.8","ME","3.91"
"08","1967","64.6","ME","3.99"
"09","1967","55.5","ME","5.53"
"10","1967","45.6","ME","2.73"
"11","1967","31.0","ME","3.32"
"12","1967","20.4","ME","4.81"
"01","1968","8.9","ME","2.66"
"02","1968","11.1","ME","1.61"
"03","1968","27.9","ME","3.57"
"04","1968","41.9","ME","2.84"
"05","1968","49.1","ME","2.94"
"06","1968","57.9","ME","3.77"
"07","1968","66.4","ME","2.17"
"08","1968","60.3","ME","2.03"
"09","1968","57.8","ME","1.93"
"10","1968","47.8","ME","3.08"
"11","1968","29.4","ME","5.55"
"12","1968","18.5","ME","5.45"
"01","1969","16.4","ME","3.15"
"02","1969","18.6","ME","4.49"
"03","1969","25.4","ME","2.54"
"04","1969","36.5","ME","3.05"
"05","1969","49.1","ME","3.09"
"06","1969","60.6","ME","3.49"
"07","1969","63.3","ME","4.71"
"08","1969","65.1","ME","3.38"
"09","1969","54.8","ME","5.32"
"10","1969","43.2","ME","1.64"
"11","1969","35.7","ME","7.00"
"12","1969","22.1","ME","7.80"
"01","1970","7.7","ME","0.70"
"02","1970","16.4","ME","4.87"
"03","1970","26.2","ME","2.74"
"04","1970","38.1","ME","3.79"
"05","1970","51.1","ME","3.89"
"06","1970","60.5","ME","3.34"
"07","1970","67.6","ME","2.72"
"08","1970","65.0","ME","3.79"
"09","1970","54.8","ME","3.58"
"10","1970","47.1","ME","4.64"
"11","1970","34.7","ME","2.76"
"12","1970","12.0","ME","3.96"
"01","1971","7.3","ME","2.09"
"02","1971","15.7","ME","4.39"
"03","1971","25.4","ME","3.51"
"04","1971","37.2","ME","1.92"
"05","1971","51.2","ME","3.49"
"06","1971","60.4","ME","2.14"
"07","1971","65.4","ME","3.62"
"08","1971","63.5","ME","4.50"
"09","1971","57.8","ME","3.03"
"10","1971","48.7","ME","2.90"
"11","1971","30.2","ME","3.30"
"12","1971","17.1","ME","2.73"
"01","1972","13.7","ME","2.01"
"02","1972","12.9","ME","3.73"
"03","1972","21.4","ME","5.86"
"04","1972","34.7","ME","2.39"
"05","1972","51.2","ME","2.83"
"06","1972","60.0","ME","5.92"
"07","1972","65.1","ME","4.62"
"08","1972","61.7","ME","2.82"
"09","1972","55.7","ME","4.04"
"10","1972","40.6","ME","3.99"
"11","1972","29.9","ME","4.65"
"12","1972","15.3","ME","5.76"
"01","1973","16.6","ME","3.51"
"02","1973","15.8","ME","3.21"
"03","1973","32.0","ME","2.91"
"04","1973","39.8","ME","5.79"
"05","1973","48.4","ME","5.38"
"06","1973","62.3","ME","4.32"
"07","1973","68.0","ME","4.11"
"08","1973","67.2","ME","4.77"
"09","1973","54.1","ME","3.77"
"10","1973","44.9","ME","3.38"
"11","1973","31.4","ME","3.23"
"12","1973","26.5","ME","9.04"
"01","1974","14.0","ME","2.88"
"02","1974","14.6","ME","2.33"
"03","1974","24.8","ME","3.97"
"04","1974","38.2","ME","4.88"
"05","1974","45.7","ME","5.02"
"06","1974","60.4","ME","3.79"
"07","1974","64.5","ME","4.05"
"08","1974","64.2","ME","2.92"
"09","1974","53.7","ME","4.32"
"10","1974","39.4","ME","1.56"
"11","1974","32.9","ME","4.24"
"12","1974","22.8","ME","2.98"
"01","1975","16.0","ME","3.31"
"02","1975","15.6","ME","1.80"
"03","1975","24.4","ME","3.44"
"04","1975","34.9","ME","2.59"
"05","1975","53.9","ME","2.15"
"06","1975","60.8","ME","4.23"
"07","1975","68.3","ME","3.79"
"08","1975","64.2","ME","2.26"
"09","1975","54.1","ME","4.30"
"10","1975","45.4","ME","3.81"
"11","1975","36.3","ME","4.76"
"12","1975","16.0","ME","4.95"
"01","1976","9.3","ME","4.32"
"02","1976","19.0","ME","3.87"
"03","1976","25.7","ME","2.84"
"04","1976","40.5","ME","3.83"
"05","1976","50.8","ME","5.11"
"06","1976","63.8","ME","3.32"
"07","1976","64.0","ME","6.91"
"08","1976","63.5","ME","5.85"
"09","1976","54.4","ME","2.82"
"10","1976","41.6","ME","5.79"
"11","1976","29.5","ME","2.22"
"12","1976","12.2","ME","4.16"
"01","1977","8.5","ME","3.27"
"02","1977","16.0","ME","2.88"
"03","1977","33.2","ME","4.25"
"04","1977","37.9","ME","2.72"
"05","1977","52.6","ME","1.71"
"06","1977","58.2","ME","6.80"
"07","1977","65.0","ME","2.03"
"08","1977","63.0","ME","4.60"
"09","1977","53.0","ME","5.49"
"10","1977","44.3","ME","6.63"
"11","1977","35.6","ME","3.29"
"12","1977","18.5","ME","5.22"
"01","1978","12.9","ME","6.86"
"02","1978","12.7","ME","1.06"
"03","1978","23.0","ME","3.05"
"04","1978","36.2","ME","3.11"
"05","1978","53.6","ME","2.46"
"06","1978","60.3","ME","4.19"
"07","1978","65.4","ME","2.45"
"08","1978","64.1","ME","2.08"
"09","1978","51.2","ME","2.07"
"10","1978","42.7","ME","3.64"
"11","1978","30.6","ME","2.10"
"12","1978","18.9","ME","2.92"
"01","1979","16.8","ME","7.79"
"02","1979","10.6","ME","2.30"
"03","1979","32.4","ME","4.45"
"04","1979","39.7","ME","4.79"
"05","1979","52.9","ME","6.09"
"06","1979","60.9","ME","2.10"
"07","1979","67.4","ME","3.05"
"08","1979","61.8","ME","5.10"
"09","1979","54.7","ME","3.50"
"10","1979","44.6","ME","4.77"
"11","1979","37.5","ME","3.76"
"12","1979","22.7","ME","2.68"
"01","1980","16.3","ME","1.31"
"02","1980","14.5","ME","0.96"
"03","1980","25.6","ME","3.70"
"04","1980","40.8","ME","4.24"
"05","1980","51.0","ME","1.44"
"06","1980","58.4","ME","2.87"
"07","1980","65.1","ME","5.22"
"08","1980","65.5","ME","2.75"
"09","1980","53.1","ME","4.63"
"10","1980","41.4","ME","3.91"
"11","1980","30.7","ME","4.07"
"12","1980","12.1","ME","2.29"
"01","1981","7.0","ME","1.44"
"02","1981","26.8","ME","3.64"
"03","1981","29.8","ME","1.87"
"04","1981","41.0","ME","3.31"
"05","1981","53.3","ME","3.60"
"06","1981","60.8","ME","4.30"
"07","1981","65.9","ME","4.64"
"08","1981","63.2","ME","5.34"
"09","1981","54.1","ME","6.29"
"10","1981","42.1","ME","6.32"
"11","1981","33.6","ME","3.04"
"12","1981","23.8","ME","4.59"
"01","1982","5.4","ME","3.67"
"02","1982","14.0","ME","2.68"
"03","1982","25.2","ME","2.85"
"04","1982","36.3","ME","3.66"
"05","1982","52.0","ME","1.19"
"06","1982","57.8","ME","4.87"
"07","1982","65.5","ME","2.65"
"08","1982","60.2","ME","4.20"
"09","1982","55.8","ME","3.35"
"10","1982","44.9","ME","1.45"
"11","1982","35.8","ME","4.97"
"12","1982","25.3","ME","2.18"
"01","1983","17.6","ME","3.46"
"02","1983","19.4","ME","2.76"
"03","1983","30.2","ME","5.40"
"04","1983","40.7","ME","7.36"
"05","1983","49.1","ME","5.69"
"06","1983","61.9","ME","1.79"
"07","1983","66.2","ME","4.74"
"08","1983","64.8","ME","3.55"
"09","1983","58.4","ME","2.53"
"10","1983","44.3","ME","2.92"
"11","1983","34.4","ME","9.44"
"12","1983","18.4","ME","6.27"
"01","1984","10.9","ME","2.02"
"02","1984","25.4","ME","4.11"
"03","1984","20.9","ME","4.45"
"04","1984","39.9","ME","2.96"
"05","1984","49.7","ME","7.26"
"06","1984","60.1","ME","6.13"
"07","1984","66.4","ME","4.37"
"08","1984","66.6","ME","2.26"
